Filename,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
Boilers.cc,"""Boiler Ancillary Electricity Rate""",Constant::Units::W,this->ParasiticElecPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
Boilers.cc,"""Boiler Ancillary Electricity Energy""",Constant::Units::J,this->ParasiticElecConsumption,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
Boilers.cc,"format(""Boiler Ancillary {} Rate"", sFuelType)",Constant::Units::W,this->ParasiticFuelRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
Boilers.cc,"format(""Boiler Ancillary {} Energy"", sFuelType)",Constant::Units::J,this->ParasiticFuelConsumption,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
Boilers.cc,"""Boiler Part Load Ratio""",Constant::Units::None,this->BoilerPLR,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
Boilers.cc,"""Boiler Efficiency""",Constant::Units::None,this->BoilerEff,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
BoilerSteam.cc,"""Boiler Heating Rate""",Constant::Units::W,this->BoilerLoad,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
BoilerSteam.cc,"""Boiler Heating Energy""",Constant::Units::J,this->BoilerEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
BoilerSteam.cc,"format(""Boiler {} Rate"", sFuelType)",Constant::Units::W,this->FuelUsed,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
BoilerSteam.cc,"format(""Boiler {} Energy"", sFuelType)",Constant::Units::J,this->FuelConsumed,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
BoilerSteam.cc,"""Boiler Steam Efficiency""",Constant::Units::None,this->BoilerEff,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
BoilerSteam.cc,"""Boiler Steam Inlet Temperature""",Constant::Units::C,this->BoilerInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
BoilerSteam.cc,"""Boiler Steam Outlet Temperature""",Constant::Units::C,this->BoilerOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
BoilerSteam.cc,"""Boiler Steam Mass Flow Rate""",Constant::Units::kg_s,this->BoilerMassFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Total Cooling Rate""",Constant::Units::W,thisCP.Power,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Total System Cooling Rate""",Constant::Units::W,thisCP.TotPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Convective Cooling Rate""",Constant::Units::W,thisCP.ConvPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Radiant Cooling Rate""",Constant::Units::W,thisCP.RadPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Total Cooling Energy""",Constant::Units::J,thisCP.Energy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Total System Cooling Energy""",Constant::Units::J,thisCP.TotEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Convective Cooling Energy""",Constant::Units::J,thisCP.ConvEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Radiant Cooling Energy""",Constant::Units::J,thisCP.RadEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Water Mass Flow Rate""",Constant::Units::kg_s,thisCP.WaterMassFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Water Inlet Temperature""",Constant::Units::C,thisCP.WaterInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,thisCP.Name
ChilledCeilingPanelSimple.cc,"""Cooling Panel Water Outlet Temperature""",Constant::Units::C,thisCP.WaterOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,thisCP.Name
ChillerAbsorption.cc,"""Chiller Electricity Rate""",Constant::Units::W,this->Report.PumpingPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Electricity Energy""",Constant::Units::J,this->Report.PumpingEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerAbsorption.cc,"""Chiller Evaporator Cooling Rate""",Constant::Units::W,this->Report.QEvap,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Evaporator Cooling Energy""",Constant::Units::J,this->Report.EvapEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerAbsorption.cc,"""Chiller Evaporator Inlet Temperature""",Constant::Units::C,this->Report.EvapInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Evaporator Outlet Temperature""",Constant::Units::C,this->Report.EvapOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Evaporator Mass Flow Rate""",Constant::Units::kg_s,this->Report.Evapmdot,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Condenser Heat Transfer Rate""",Constant::Units::W,this->Report.QCond,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Condenser Heat Transfer Energy""",Constant::Units::J,this->Report.CondEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerAbsorption.cc,"""Chiller Condenser Inlet Temperature""",Constant::Units::C,this->Report.CondInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Condenser Outlet Temperature""",Constant::Units::C,this->Report.CondOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Condenser Mass Flow Rate""",Constant::Units::kg_s,this->Report.Condmdot,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Hot Water Consumption Rate""",Constant::Units::W,this->Report.QGenerator,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Source Hot Water Energy""",Constant::Units::J,this->Report.GeneratorEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerAbsorption.cc,"""Chiller Source Steam Rate""",Constant::Units::W,this->Report.QGenerator,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Source Steam Energy""",Constant::Units::J,this->Report.GeneratorEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerAbsorption.cc,"""Chiller Source Steam Rate""",Constant::Units::W,this->Report.QGenerator,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerAbsorption.cc,"""Chiller Source Steam Energy""",Constant::Units::J,this->Report.GeneratorEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerAbsorption.cc,"""Chiller COP""",Constant::Units::W_W,this->Report.ActualCOP,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Part Load Ratio""",Constant::Units::None,this->ChillerPartLoadRatio,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Cycling Ratio""",Constant::Units::None,this->ChillerCyclingRatio,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Minimum Part Load Ratio""",Constant::Units::None,this->MinPartLoadRat,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Electricity Rate""",Constant::Units::W,this->Power,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Electricity Energy""",Constant::Units::J,this->Energy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Evaporator Cooling Rate""",Constant::Units::W,this->QEvaporator,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Evaporator Cooling Energy""",Constant::Units::J,this->EvapEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Evaporator Inlet Temperature""",Constant::Units::C,this->EvapInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Evaporator Outlet Temperature""",Constant::Units::C,this->EvapOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Evaporator Mass Flow Rate""",Constant::Units::kg_s,this->EvapMassFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Condenser Heat Transfer Rate""",Constant::Units::W,this->QCondenser,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Condenser Heat Transfer Energy""",Constant::Units::J,this->CondEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricASHRAE205.cc,"""Chiller COP""",Constant::Units::W_W,this->ActualCOP,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Condenser Inlet Temperature""",Constant::Units::C,this->CondInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Condenser Outlet Temperature""",Constant::Units::C,this->CondOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Condenser Mass Flow Rate""",Constant::Units::kg_s,this->CondMassFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Effective Heat Rejection Temperature""",Constant::Units::C,this->ChillerCondAvgTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Zone Heat Gain Rate""",Constant::Units::W,this->AmbientZoneGain,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Chiller Zone Heat Gain Energy""",Constant::Units::J,this->AmbientZoneGainEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricASHRAE205.cc,"""Oil Cooler Heat Transfer Rate""",Constant::Units::W,this->QOilCooler,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Oil Cooler Heat Transfer Energy""",Constant::Units::J,this->OilCoolerEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricASHRAE205.cc,"""Auxiliary Heat Transfer Rate""",Constant::Units::W,this->QAuxiliary,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricASHRAE205.cc,"""Auxiliary Heat Transfer Energy""",Constant::Units::J,this->AuxiliaryEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller Part Load Ratio""",Constant::Units::None,this->ChillerPartLoadRatio,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Cycling Ratio""",Constant::Units::None,this->ChillerCyclingRatio,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Electricity Rate""",Constant::Units::W,this->Power,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Electricity Energy""",Constant::Units::J,this->Energy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller Evaporator Cooling Rate""",Constant::Units::W,this->QEvaporator,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Evaporator Cooling Energy""",Constant::Units::J,this->EvapEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller False Load Heat Transfer Rate""",Constant::Units::W,this->ChillerFalseLoadRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller False Load Heat Transfer Energy""",Constant::Units::J,this->ChillerFalseLoad,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller Evaporator Inlet Temperature""",Constant::Units::C,this->EvapInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Evaporator Outlet Temperature""",Constant::Units::C,this->EvapOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Evaporator Mass Flow Rate""",Constant::Units::kg_s,this->EvapMassFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Heat Transfer Rate""",Constant::Units::W,this->QCondenser,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Heat Transfer Energy""",Constant::Units::J,this->CondEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller COP""",Constant::Units::W_W,this->ActualCOP,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Capacity Temperature Modifier Multiplier""",Constant::Units::None,this->ChillerCapFT,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller EIR Temperature Modifier Multiplier""",Constant::Units::None,this->ChillerEIRFT,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller EIR Part Load Modifier Multiplier""",Constant::Units::None,this->ChillerEIRFPLR,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Thermosiphon Status""",Constant::Units::None,this->thermosiphonStatus,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Inlet Temperature""",Constant::Units::C,this->CondInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Outlet Temperature""",Constant::Units::C,this->CondOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Mass Flow Rate""",Constant::Units::kg_s,this->CondMassFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Total Recovered Heat Rate""",Constant::Units::W,this->QHeatRecovered,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Total Recovered Heat Energy""",Constant::Units::J,this->EnergyHeatRecovery,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller Heat Recovery Inlet Temperature""",Constant::Units::C,this->HeatRecInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Heat Recovery Outlet Temperature""",Constant::Units::C,this->HeatRecOutletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Heat Recovery Mass Flow Rate""",Constant::Units::kg_s,this->HeatRecMassFlow,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Effective Heat Rejection Temperature""",Constant::Units::C,this->ChillerCondAvgTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Inlet Temperature""",Constant::Units::C,this->CondInletTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Fan Electricity Rate""",Constant::Units::W,this->CondenserFanPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Condenser Fan Electricity Energy""",Constant::Units::J,this->CondenserFanEnergyConsumption,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller Evaporative Condenser Water Volume""",Constant::Units::m3,this->EvapWaterConsump,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller Evaporative Condenser Mains Supply Water Volume""",Constant::Units::m3,this->EvapWaterConsump,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerElectricEIR.cc,"""Chiller Basin Heater Electricity Rate""",Constant::Units::W,this->BasinHeaterPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,this->Name
ChillerElectricEIR.cc,"""Chiller Basin Heater Electricity Energy""",Constant::Units::J,this->BasinHeaterConsumption,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,this->Name
ChillerExhaustAbsorption.cc,"""Chiller Heater Evaporator Cooling Rate""",Constant::Units::W,this->CoolingLoad,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Evaporator Cooling Energy""",Constant::Units::J,this->CoolingEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Heating Rate""",Constant::Units::W,this->HeatingLoad,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Heating Energy""",Constant::Units::J,this->HeatingEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Condenser Heat Transfer Rate""",Constant::Units::W,this->TowerLoad,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Condenser Heat Transfer Energy""",Constant::Units::J,this->TowerEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Cooling Source Heat COP""",Constant::Units::W_W,this->ThermalEnergyCOP,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Electricity Rate""",Constant::Units::W,this->ElectricPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Electricity Energy""",Constant::Units::J,this->ElectricEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Cooling Electricity Rate""",Constant::Units::W,this->CoolElectricPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Cooling Electricity Energy""",Constant::Units::J,this->CoolElectricEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Heating Electricity Rate""",Constant::Units::W,this->HeatElectricPower,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Heating Electricity Energy""",Constant::Units::J,this->HeatElectricEnergy,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Sum,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Evaporator Inlet Temperature""",Constant::Units::C,this->ChillReturnTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Evaporator Outlet Temperature""",Constant::Units::C,this->ChillSupplyTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Evaporator Mass Flow Rate""",Constant::Units::kg_s,this->ChillWaterFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Condenser Inlet Temperature""",Constant::Units::C,this->CondReturnTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Condenser Outlet Temperature""",Constant::Units::C,this->CondSupplyTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Condenser Mass Flow Rate""",Constant::Units::kg_s,this->CondWaterFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Condenser Inlet Temperature""",Constant::Units::C,this->CondReturnTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Heating Inlet Temperature""",Constant::Units::C,this->HotWaterReturnTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Heating Outlet Temperature""",Constant::Units::C,this->HotWaterSupplyTemp,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Heating Mass Flow Rate""",Constant::Units::kg_s,this->HotWaterFlowRate,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Cooling Part Load Ratio""",Constant::Units::None,this->CoolPartLoadRatio,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
ChillerExhaustAbsorption.cc,"""Chiller Heater Maximum Cooling Rate""",Constant::Units::W,this->CoolingCapacity,OutputProcessor::TimeStepType::System,OutputProcessor::StoreType::Average,ChillerName
